ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
VAU,Vault Minerals Limited (ASX:VAU),https://www.listcorp.com/asx/vau/vault-minerals-limited,"	2686980000",0.395,0,0,Materials
RGN,Region Group (ASX:RGN),https://www.listcorp.com/asx/rgn/region-group,"	2657980000",2.26,-0.03,-1.31,Real Estate
HDN,HomeCo Daily Needs REIT (ASX:HDN),https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2618200000",1.25,-0.01,-0.4,Real Estate
MFF,MFF Capital Investments Limited (ASX:MFF),https://www.listcorp.com/asx/mff/mff-capital-investments,"	2612980000",4.45,-0.01,-0.22,Financials
WGX,Westgold Resources Limited (ASX:WGX),https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	2612410000",2.73,-0.04,-1.44,Materials
SNZ,Summerset Group Holdings Limited (ASX:SNZ),https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2604130000",10.75,-0.05,-0.46,Health Care
SPR,Spartan Resources Limited (ASX:SPR),https://www.listcorp.com/asx/spr/spartan-resources-limited,"	2575850000",1.965,-0.03,-1.75,Materials
WAF,West African Resources Limited (ASX:WAF),https://www.listcorp.com/asx/waf/west-african-resources,"	2564920000",2.21,-0.04,-1.78,Materials
VGN,Virgin Australia Holdings Limited (ASX:VGN),https://www.listcorp.com/asx/vgn/virgin-australia-holdings-limited,"	2557110000",3.22,-0.05,-1.53,Industrials
ASB,Austal Limited (ASX:ASB),https://www.listcorp.com/asx/asb/austal-limited,"	2539720000",6.17,0.14,2.32,Industrials
SUBD,VanEck Australian Subordinated Debt ETF (ASX:SUBD),https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	2534190000",25.18,0.02,0.08,Unclassified
BWP,BWP Trust (ASX:BWP),https://www.listcorp.com/asx/bwp/bwp-trust,"	2518690000",3.51,-0.02,-0.57,Real Estate
MXT,Metrics Master Income Trust (ASX:MXT),https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	2517470000",2.05,-0.01,-0.49,Financials
CIA,Champion Iron Limited (ASX:CIA),https://www.listcorp.com/asx/cia/champion-iron-limited,"	2506280000",4.82,0.12,2.55,Materials
EMR,Emerald Resources NL (ASX:EMR),https://www.listcorp.com/asx/emr/emerald-resources-nl,"	2470740000",3.68,-0.07,-1.87,Materials
PPT,Perpetual Limited (ASX:PPT),https://www.listcorp.com/asx/ppt/perpetual-limited,"	2422290000",20.46,-0.66,-3.13,Financials
HBRD,BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD),https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2412920000",10.12,0,0,Unclassified
GNE,Genesis Energy Limited (ASX:GNE),https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2410350000",2.15,-0.04,-1.83,Utilities
TUA,Tuas Limited (ASX:TUA),https://www.listcorp.com/asx/tua/tuas-limited,"	2395500000",5.13,0.01,0.2,Communication Services
CTD,Corporate Travel Management Limited (ASX:CTD),https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2361700000",15.79,-0.35,-2.17,Consumer Discretionary
MP1,Megaport Limited (ASX:MP1),https://www.listcorp.com/asx/mp1/megaport-limited,"	2354570000",14.24,-0.39,-2.67,Information Technology
BGBL,Betashares Global Shares ETF (ASX:BGBL),https://www.listcorp.com/asx/bgbl/betashares-global-shares-etf,"	2281880000",75.9,-0.29,-0.38,Unclassified
ILU,Iluka Resources Limited (ASX:ILU),https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	2260020000",5.36,0.1,1.9,Materials
PXA,PEXA Group Limited (ASX:PXA),https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2255510000",12.65,-0.05,-0.39,Real Estate
CQR,Charter Hall Retail REIT (ASX:CQR),https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	2255170000",3.84,-0.04,-1.03,Real Estate
LTR,Liontown Resources Limited (ASX:LTR),https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	2247200000",1.03,0.1,11.35,Materials
REG,Regis Healthcare Limited (ASX:REG),https://www.listcorp.com/asx/reg/regis-healthcare-limited,"	2235270000",7.46,0.04,0.54,Health Care
DBI,Dalrymple Bay Infrastructure Limited (ASX:DBI),https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	2211100000",4.47,0.01,0.22,Industrials
GDG,Generation Development Group Limited (ASX:GDG),https://www.listcorp.com/asx/gdg/generation-development-group,"	2194350000",5.39,-0.16,-2.88,Financials
DRR,Deterra Royalties Limited (ASX:DRR),https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2157990000",4.12,0.04,0.98,Materials
INA,Ingenia Communities Group (ASX:INA),https://www.listcorp.com/asx/ina/ingenia-communities-group,"	2139810000",5.22,-0.03,-0.57,Real Estate
ASK,Abacus Storage King (ASX:ASK),https://www.listcorp.com/asx/ask/abacus-storage-king,"	2030290000",1.56,0.01,0.97,Real Estate
CIP,Centuria Industrial REIT (ASX:CIP),https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	2000030000",3.13,-0.02,-0.63,Real Estate
QHAL,VanEck MSCI International Quality (Hedged) ETF (ASX:QHAL),https://www.listcorp.com/asx/qhal/vaneck-msci-international-quality-hedged-etf,"	1979640000",48.34,-0.14,-0.29,Unclassified
SMR,Stanmore Resources Limited (ASX:SMR),https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	1956020000",2.25,0.08,3.69,Materials
NWS,News Corporation (ASX:NWS),https://www.listcorp.com/asx/nws/news-corp,"	1946030000",52.21,-1.64,-3.05,Communication Services
NEU,Neuren Pharmaceuticals Limited (ASX:NEU),https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	1915890000",15.17,-0.22,-1.43,Health Care
LSF,L1 Long Short Fund Limited (ASX:LSF),https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1874240000",2.99,0.01,0.34,Financials
WAM,WAM Capital Limited (ASX:WAM),https://www.listcorp.com/asx/wam/wam-capital-limited,"	1858310000",1.65,0,0,Financials
MND,Monadelphous Group Limited (ASX:MND),https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1849560000",18.4,-0.23,-1.23,Industrials
TAH,Tabcorp Holdings Limited (ASX:TAH),https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	1829000000",0.785,-0.02,-1.88,Consumer Discretionary
FRW,Freightways Group Limited (ASX:FRW),https://www.listcorp.com/asx/frw/freightways-group-limited,"	1823650000",10.2,0,0,Industrials
JDO,Judo Capital Holdings Limited (ASX:JDO),https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	1805060000",1.555,-0.06,-3.72,Financials
GOZ,Growthpoint Properties Australia (ASX:GOZ),https://www.listcorp.com/asx/goz/growthpoint-properties,"	1802780000",2.39,0,0,Real Estate
AIZ,Air New Zealand Limited (ASX:AIZ),https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1800580000",0.535,-0.01,-1.83,Industrials
ADT,Adriatic Metals Plc (ASX:ADT),https://www.listcorp.com/asx/adt/adriatic-metals-plc,"	1787740000",5.85,-0.06,-1.02,Materials
MAQ,Macquarie Technology Group Limited (ASX:MAQ),https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	1771430000",68.79,0.06,0.09,Information Technology
WEB,WEB Travel Group Limited (ASX:WEB),https://www.listcorp.com/asx/web/web-travel-group-limited,"	1770570000",4.78,-0.12,-2.45,Consumer Discretionary
CAT,Catapult Group International Limited (ASX:CAT),https://www.listcorp.com/asx/cat/catapult-group-international-limited,"	1770240000",6.17,-0.07,-1.12,Information Technology
SNL,Supply Network Limited (ASX:SNL),https://www.listcorp.com/asx/snl/supply-network,"	1769170000",39.75,-0.96,-2.36,Consumer Discretionary
DYL,Deep Yellow Limited (ASX:DYL),https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1765810000",1.84,0.03,1.38,Energy
OCL,Objective Corporation Limited (ASX:OCL),https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1760960000",18.18,-0.24,-1.3,Information Technology
WLE,WAM Leaders Limited (ASX:WLE),https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1758040000",1.275,0,-0.39,Financials
ZIM,Zimplats Holdings Limited (ASX:ZIM),https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	1753420000",16.8,0.51,3.13,Materials
BAP,Bapcor Limited (ASX:BAP),https://www.listcorp.com/asx/bap/bapcor-limited,"	1744580000",5.06,-0.08,-1.56,Consumer Discretionary
DMP,Domino's Pizza Enterprises Limited (ASX:DMP),https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	1725570000",18.13,-0.14,-0.77,Consumer Discretionary
CSC,Capstone Copper Corp (ASX:CSC),https://www.listcorp.com/asx/csc/capstone-copper-corp,"	1710030000",8.8,0.07,0.8,Materials
MFG,Magellan Financial Group Limited (ASX:MFG),https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1704310000",9.81,-0.1,-1.01,Financials
IPX,IperionX Limited (ASX:IPX),https://www.listcorp.com/asx/ipx/iperionx-limited,"	1695620000",5.3,0,0,Materials
QPON,BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON),https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1691250000",26.05,-0.01,-0.04,Unclassified
NCK,Nick Scali Limited (ASX:NCK),https://www.listcorp.com/asx/nck/nick-scali-limited,"	1655020000",19,-0.35,-1.81,Consumer Discretionary
GNC,GrainCorp Limited (ASX:GNC),https://www.listcorp.com/asx/gnc/graincorp-limited,"	1642800000",7.38,-0.01,-0.14,Consumer Staples
WPR,Waypoint REIT (ASX:WPR),https://www.listcorp.com/asx/wpr/waypoint-reit,"	1622030000",2.46,0,0,Real Estate
HMC,HMC Capital Limited (ASX:HMC),https://www.listcorp.com/asx/hmc/hmc-capital-limited,"	1588570000",3.77,-0.08,-2.08,Financials
PRN,Perenti Limited (ASX:PRN),https://www.listcorp.com/asx/prn/perenti-limited,"	1587260000",1.745,0.04,2.05,Materials
BGA,Bega Cheese Limited (ASX:BGA),https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1580860000",5.13,-0.05,-0.97,Consumer Staples
DDR,Dicker Data Limited (ASX:DDR),https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1568410000",8.52,-0.16,-1.84,Information Technology
BOE,Boss Energy Limited (ASX:BOE),https://www.listcorp.com/asx/boe/boss-energy-limited,"	1564250000",3.83,0.06,1.59,Energy
GLF,GemLife Communities Group (ASX:GLF),https://www.listcorp.com/asx/glf/gemlife-communities-group,"	1555380000",4.1,0.01,0.24,Unclassified
SLC,Superloop Limited (ASX:SLC),https://www.listcorp.com/asx/slc/superloop-limited,"	1551240000",3.06,0.03,0.99,Communication Services
MGH,MAAS Group Holdings Limited (ASX:MGH),https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1512760000",4.04,-0.13,-3.12,Industrials
HGBL,BetaShares Global Shares ETF - Currency Hedged (ASX:HGBL),https://www.listcorp.com/asx/hgbl/betashares-global-shares-etf-currency-hedged,"	1511520000",70.65,-0.14,-0.2,Unclassified
QSML,Vaneck Vectors MSCI Inter Small Companies Qual ETF (ASX:QSML),https://www.listcorp.com/asx/qsml/vaneck-vectors-msci-inter-small-companies-qual-etf,"	1494380000",30.86,-0.23,-0.74,Unclassified
CNI,Centuria Capital Group (ASX:CNI),https://www.listcorp.com/asx/cni/centuria-capital-group,"	1494170000",1.805,0.01,0.28,Real Estate
ARF,Arena REIT (ASX:ARF),https://www.listcorp.com/asx/arf/arena-reit,"	1488060000",3.68,-0.04,-1.08,Real Estate
DVP,Develop Global Limited (ASX:DVP),https://www.listcorp.com/asx/dvp/develop-global-limited,"	1451490000",4.5,0.08,1.81,Materials
NWH,NRW Holdings Limited (ASX:NWH),https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	1449840000",3.15,-0.02,-0.63,Industrials
BKI,BKI Investment Company Limited (ASX:BKI),https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1448810000",1.79,-0.01,-0.28,Financials
IRE,Iress Limited (ASX:IRE),https://www.listcorp.com/asx/ire/iress-limited,"	1440150000",7.57,-0.14,-1.82,Information Technology
IFRA,VanEck FTSE Global Infrastructure (Hedged) ETF (ASX:IFRA),https://www.listcorp.com/asx/ifra/vaneck-ftse-global-infrastructure-hedged-etf,"	1434130000",22.72,0.03,0.13,Unclassified
MAD,Mader Group Limited (ASX:MAD),https://www.listcorp.com/asx/mad/mader-group-limited,"	1433310000",7.14,0.04,0.56,Industrials
MAF,MA Financial Group Limited (ASX:MAF),https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	1428890000",7.77,-0.02,-0.26,Financials
KAR,Karoon Energy Ltd (ASX:KAR),https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1415050000",1.965,0.03,1.81,Energy
VGE,Vanguard FTSE Emerging Markets Shares ETF (ASX:VGE),https://www.listcorp.com/asx/vge/vanguard-ftse-emerging-markets-shares-etf,"	1410810000",85.6,-0.12,-0.14,Unclassified
HLI,Helia Group Limited (ASX:HLI),https://www.listcorp.com/asx/hli/helia-group-limited,"	1408750000",5,-0.17,-3.29,Financials
AUI,Australian United Investment Company Limited (ASX:AUI),https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1403420000",11.27,-0.04,-0.35,Financials
RSG,Resolute Mining Limited (ASX:RSG),https://www.listcorp.com/asx/rsg/resolute-mining-limited,"	1394530000",0.635,-0.02,-3.05,Materials
IMD,IMDEX Limited (ASX:IMD),https://www.listcorp.com/asx/imd/imdex-limited,"	1371740000",2.68,0,0,Materials
BGL,Bellevue Gold Limited (ASX:BGL),https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	1358220000",0.905,-0.01,-1.63,Materials
IPH,IPH Limited (ASX:IPH),https://www.listcorp.com/asx/iph/iph-limited,"	1347010000",5.15,-0.02,-0.39,Industrials
ING,Inghams Group Limited (ASX:ING),https://www.listcorp.com/asx/ing/inghams-group,"	1341760000",3.57,-0.04,-1.11,Consumer Staples
HACK,BetaShares Global Cybersecurity ETF (ASX:HACK),https://www.listcorp.com/asx/hack/betashares-global-cybersecurity-etf,"	1307730000",15.17,0.02,0.13,Unclassified
SDR,SiteMinder Limited (ASX:SDR),https://www.listcorp.com/asx/sdr/siteminder-limited,"	1294930000",4.58,-0.03,-0.65,Information Technology
IXJ,iShares Global Healthcare ETF (ASX:IXJ),https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1269630000",128,-1.53,-1.18,Unclassified
ELD,Elders Limited (ASX:ELD),https://www.listcorp.com/asx/eld/elders-limited,"	1267730000",6.65,0.02,0.3,Consumer Staples
CRED,BetaShares Australian Investment Grade Corporate Bond ETF (ASX:CRED),https://www.listcorp.com/asx/cred/betashares-australian-investment-grade-corporate-bond-etf,"	1263150000",23.58,0.03,0.13,Unclassified
FAIR,BetaShares Australian Sustainability Leaders ETF (ASX:FAIR),https://www.listcorp.com/asx/fair/betashares-australian-sustainability-leaders-etf,"	1258870000",21.96,-0.19,-0.86,Unclassified
CU6,Clarity Pharmaceuticals Ltd (ASX:CU6),https://www.listcorp.com/asx/cu6/clarity-pharmaceuticals,"	1258060000",3.91,0.02,0.51,Health Care
PGF,PM Capital Global Opportunities Fund (ASX:PGF),https://www.listcorp.com/asx/pgf/pm-capital-global-opportunities-fund,"	1256130000",2.59,-0.03,-1.15,Financials
IWLD,iShares Core MSCI World ex Australia ESG ETF (ASX:IWLD),https://www.listcorp.com/asx/iwld/ishares-core-msci-world-ex-australia-esg-etf,"	1251360000",63.67,-0.32,-0.5,Unclassified
OBM,Ora Banda Mining Ltd (ASX:OBM),https://www.listcorp.com/asx/obm/ora-banda-mining,"	1243320000",0.665,0.01,0.76,Materials
DTL,Data#3 Limited (ASX:DTL),https://www.listcorp.com/asx/dtl/data-3-limited,"	1234620000",7.72,-0.25,-3.14,Information Technology
CYL,Catalyst Metals Limited (ASX:CYL),https://www.listcorp.com/asx/cyl/catalyst-metals-limited,"	1233740000",4.88,-0.02,-0.41,Materials
BGP,Briscoe Group Limited (ASX:BGP),https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	1225350000",5.48,-0.02,-0.36,Consumer Discretionary
MMS,McMillan Shakespeare Limited (ASX:MMS),https://www.listcorp.com/asx/mms/mcmillan-shakespeare-limited,"	1224320000",17.29,-0.29,-1.65,Industrials
SSM,Service Stream Limited (ASX:SSM),https://www.listcorp.com/asx/ssm/service-stream-limited,"	1216510000",1.95,-0.03,-1.27,Industrials
FANG,Global X FANG+ ETF (ASX:FANG),https://www.listcorp.com/asx/fang/global-x-fang-etf,"	1210580000",33.84,-0.08,-0.24,Unclassified
VESG,Vanguard Ethically Conscious International Shares Index ETF (ASX:VESG),https://www.listcorp.com/asx/vesg/vanguard-ethically-conscious-international-shares-index-etf,"	1207520000",104.81,-0.28,-0.27,Unclassified
NXG,NexGen Energy (Canada) Ltd (ASX:NXG),https://www.listcorp.com/asx/nxg/nexgen-energy-canada-ltd,"	1202090000",10.76,0.26,2.48,Energy
AOV,Amotiv Limited (ASX:AOV),https://www.listcorp.com/asx/aov/amotiv-limited,"	1195090000",8.72,-0.08,-0.91,Consumer Discretionary
RDX,Redox Limited (ASX:RDX),https://www.listcorp.com/asx/rdx/redox-limited,"	1186680000",2.28,0.02,0.88,Industrials
IEM,iShares MSCI Emerging Markets ETF (ASX:IEM),https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	1186660000",75.93,-0.01,-0.01,Unclassified
ABB,Aussie Broadband Limited (ASX:ABB),https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	1181200000",4.12,0,0,Communication Services
LFS,Latitude Financial Services Group Limited (ASX:LFS),https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1180060000",1.135,0,0,Financials
HSN,Hansen Technologies Limited (ASX:HSN),https://www.listcorp.com/asx/hsn/hansen-technologies-limited,"	1179380000",5.84,0.06,1.04,Information Technology
PNR,Pantoro Gold Limited (ASX:PNR),https://www.listcorp.com/asx/pnr/pantoro-gold-limited,"	1178440000",3.33,0.33,11,Materials
DUI,Diversified United Investment Limited (ASX:DUI),https://www.listcorp.com/asx/dui/diversified-united-investment-limited,"	1175220000",5.41,-0.05,-0.92,Financials
GTK,Gentrack Group Limited (ASX:GTK),https://www.listcorp.com/asx/gtk/gentrack-group-limited,"	1170940000",10.77,-0.1,-0.92,Information Technology
NAN,Nanosonics Limited (ASX:NAN),https://www.listcorp.com/asx/nan/nanosonics-limited,"	1162910000",3.8,-0.03,-0.78,Health Care
WA1,WA1 Resources Ltd (ASX:WA1),https://www.listcorp.com/asx/wa1/wa1-resources-ltd,"	1162220000",17.07,0.07,0.41,Materials
PDI,Predictive Discovery Limited (ASX:PDI),https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	1140570000",0.44,0.01,1.15,Materials
LFG,Liberty Financial Group Limited (ASX:LFG),https://www.listcorp.com/asx/lfg/liberty-financial-group-limited,"	1135460000",3.86,0.12,3.21,Financials
VGB,Vanguard Australian Government Bond Index ETF (ASX:VGB),https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	1131690000",46.93,-0.03,-0.06,Unclassified
GLIN,iShares Core FTSE Global Infrastructure (AUD Hedged) ETF (ASX:GLIN),https://www.listcorp.com/asx/glin/ishares-core-ftse-global-infrastructure-aud-hedged-etf,"	1130950000",27.95,0.1,0.36,Unclassified
MYR,Myer Holdings Limited (ASX:MYR),https://www.listcorp.com/asx/myr/myer-holdings-limited,"	1114600000",0.625,-0.02,-3.1,Consumer Discretionary
JLG,Johns Lyng Group Limited (ASX:JLG),https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1109150000",3.89,-0.02,-0.51,Industrials
VDGR,Vanguard Diversified Growth Index ETF (ASX:VDGR),https://www.listcorp.com/asx/vdgr/vanguard-diversified-growth-index-etf,"	1108240000",64.68,-0.33,-0.51,Unclassified
CQE,Charter Hall Social Infrastructure REIT (ASX:CQE),https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	1094770000",2.91,-0.04,-1.36,Real Estate
QAL,Qualitas Limited (ASX:QAL),https://www.listcorp.com/asx/qal/qualitas-limited,"	1080630000",3.52,-0.08,-2.22,Financials
GCI,Gryphon Capital Income Trust (ASX:GCI),https://www.listcorp.com/asx/gci/gryphon-capital-income-trust,"	1080090000",2.06,0,0,Financials
QAU,BetaShares Gold Bullion ETF - Currency Hedged (ASX:QAU),https://www.listcorp.com/asx/qau/betashares-gold-bullion-etf-currency-hedged,"	1076510000",27.09,0.29,1.08,Unclassified
SIQ,Smartgroup Corporation Ltd (ASX:SIQ),https://www.listcorp.com/asx/siq/smartgroup-corporation-ltd,"	1074700000",7.73,-0.19,-2.4,Industrials
ABG,Abacus Group (ASX:ABG),https://www.listcorp.com/asx/abg/abacus-group,"	1072390000",1.195,-0.01,-0.42,Real Estate
RIC,Ridley Corporation Limited (ASX:RIC),https://www.listcorp.com/asx/ric/ridley-corporation-limited,"	1053340000",2.81,0,0,Consumer Staples
IEL,IDP Education Limited (ASX:IEL),https://www.listcorp.com/asx/iel/idp-education-limited,"	1052110000",3.65,-0.13,-3.44,Consumer Discretionary
A4N,Alpha HPA Limited (ASX:A4N),https://www.listcorp.com/asx/a4n/alpha-hpa-limited,"	1046040000",0.915,0,-0.54,Materials
CKF,Collins Foods Limited (ASX:CKF),https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1044980000",8.87,0.01,0.11,Consumer Discretionary
SLX,Silex Systems Limited (ASX:SLX),https://www.listcorp.com/asx/slx/silex-systems-limited,"	1038140000",4.39,0.03,0.69,Industrials
